"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,"Y Combinator","Two Tap","2,700,000","seed","2014-08-07","Details",""
"2",2,"Y Combinator","Dubjoy","1,600,000","seed","2012-02-13","Details",""
"3",3,"Y Combinator","Install Monetizer","500,000","seed","2013-01-14","Details","Dead"
"4",4,"500startups","OLSET","600,000","seed","2014-05-16","Details","Exited"
"5",5,"Y Combinator","Citus Data","1,650,000","seed","2012-06-27","Details",""
"6",6,"Y Combinator","Estimote","10,700,000","venture","2016-01-15","Details",""
"7",7,"Y Combinator","Kicksend","1,800,000","seed","2011-11-03","Details","Exited"
"8",8,"500startups","Intercom","1,000,000","seed","2012-01-25","Details",""
"9",9,"Y Combinator","Final","8,000,000","venture","2016-06-29","Details",""
"10",10,"Y Combinator","HighlightCam","3,000,000","venture","2011-11-29","Details",""
"11",11,"Y Combinator","FundersClub","6,500,000","seed","2012-10-19","Details",""
"12",12,"Techstars","Final","8,000,000","venture","2016-06-29","Details",""
"13",13,"500startups","OLSET","615,000","seed","2014-03-18","Details","Exited"
"14",14,"Y Combinator","BuildZoom","1,395,000","seed","2013-06-25","Details",""
"15",1,"Y Combinator","Anyperk","1,450,000","seed","2012-05-01","Details",""
"16",2,"Y Combinator","Authy","2,300,000","seed","2014-09-08","Details","Exited"
"17",3,"Y Combinator","Anyperk","8,500,000","venture","2015-02-03","Details",""
"18",4,"Y Combinator","Unbabel","1,500,000","seed","2014-07-18","Details",""
"19",5,"Y Combinator","Anyperk","3,000,000","seed","2014-06-23","Details",""
"20",6,"Y Combinator","Anyperk","1,400,000","venture","2013-03-11","Details",""
"21",7,"Y Combinator","Boostable","2,600,000","seed","2014-10-22","Details",""
